Year Month Day Hour Minute Second VelocityE VelocityN VelocityU StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage Speed Direction 
2014 10 14 22 45 00    0.19   -0.44    5.43  25.5  19.5  25.5   2.2   5.2   3.0  40  47  42  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.43     0.0000    0.000  10.0    0.48   156.6
2014 10 14 23 00 00    1.58    0.01    4.16  25.5  19.2  25.5   2.2   4.7   3.4  40  46  43  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.43     0.0000    0.000  10.0    1.58    89.6
2014 10 14 23 15 00    5.56   -2.56   -4.15  25.5  24.2  25.5   1.7   3.9   3.0  39  44  42  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.44     0.0000    0.000  10.0    6.12   114.7
2014 10 14 23 30 00    2.40   -1.39   -5.33  25.5  19.9  25.5   1.7   4.3   3.0  39  45  42  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.44     0.0000    0.000  10.0    2.77   120.1
2014 10 14 23 45 00   -6.83    3.13   -0.58  25.5  22.1  25.5   2.2   5.2   3.0  40  47  42  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.45     0.0000    0.000  10.0    7.51   294.6
2014 10 15 00 00 00    2.95   -1.53    1.90  23.9  14.7  25.5   1.7   4.3   2.2  39  45  40  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.46     0.0000    0.000  10.0    3.32   117.4
2014 10 15 00 15 00   -2.40    1.09    0.94  20.3  12.9  25.5   1.7   4.3   2.6  39  45  41  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.47     0.0000    0.000  10.0    2.64   294.4
2014 10 15 00 30 00    4.93   -3.12   -7.16  25.5  25.5  25.5   1.7   3.9   2.6  39  44  41  35  35  35  117.0  -1.6   2.0  1.8  0.4  0.5  26.47     0.0000    0.000  10.0    5.83   122.3
2014 10 15 00 45 00   -4.69    1.53   19.54  25.5  24.1  25.5   1.7   3.9   2.2  39  44  40  35  35  35  116.9  -1.6   2.0  2.3  0.4  0.5  26.49     0.0000    0.000  10.0    4.93   288.1
2014 10 15 01 00 00    2.54   -0.43    3.22  25.5  13.1  25.5   2.2   5.2   3.4  40  47  43  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.48     0.0000    0.000  10.0    2.58    99.6
2014 10 15 01 15 00   13.25   -8.82  -21.12  25.5  20.3  25.5   2.2   5.2   3.0  40  47  42  35  35  35  116.9  -1.6   2.0  2.3  0.4  0.5  26.48     0.0000    0.000  10.0   15.92   123.7
2014 10 15 01 30 00    5.23   -3.77   -5.21  25.5  20.8  25.5   2.2   4.7   2.6  40  46  41  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.5  26.50     0.0000    0.000  10.0    6.45   125.8
2014 10 15 01 45 00   13.98   -8.14  -16.38  25.5  25.5  25.5   1.7   3.4   2.6  39  43  41  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.56     0.0000    0.000  10.0   16.18   120.2
2014 10 15 02 00 00  -11.15    6.60    2.63  25.5  25.5  25.5   1.7   3.9   2.6  39  44  41  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.5  26.57     0.0000    0.000  10.0   12.96   300.6
2014 10 15 02 15 00   -1.90    0.67   -4.84  25.5  18.0  25.5   1.7   4.3   2.6  39  45  41  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.56     0.0000    0.000  10.0    2.01   289.4
2014 10 15 02 30 00   11.33   -4.95    3.74  25.5  25.5  25.5   2.2   3.9   3.0  40  44  42  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.55     0.0000    0.000  10.0   12.36   113.6
2014 10 15 02 45 00   -7.81    2.92   -7.10  25.5  25.1  25.5   2.2   3.9   2.6  40  44  41  35  35  35  117.0  -1.6   2.0  1.6  0.4  0.5  26.54     0.0000    0.000  10.0    8.34   290.5
2014 10 15 03 00 00    1.72   -1.36   -0.54  23.2  14.5  25.5   3.0   5.6   3.9  42  48  44  35  35  35  117.0  -1.6   2.0  1.6  0.4  0.5  26.52     0.0000    0.000  10.0    2.19   128.3
2014 10 15 03 15 00    3.77   -2.40   -1.03  25.5  23.7  25.5   1.7   4.3   3.0  39  45  42  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.49     0.0000    0.000  10.0    4.47   122.5
2014 10 15 03 30 00  -13.16    4.72    7.51  25.5  18.4  25.5   2.6   4.7   3.4  41  46  43  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.48     0.0000    0.000  10.0   13.98   289.7
2014 10 15 03 45 00   -6.27    2.35   14.55  25.5  19.7  25.5   1.7   3.4   2.6  39  43  41  35  35  35  117.0  -1.6   2.0  1.6  0.4  0.5  26.45     0.0000    0.000  10.0    6.70   290.5
2014 10 15 04 00 00    4.73   -3.24   -0.55  25.5  23.2  25.5   1.7   4.3   3.0  39  45  42  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.43     0.0000    0.000  10.0    5.73   124.4
2014 10 15 04 15 00   -2.10    0.69   -1.17  25.5  25.2  25.5   2.2   4.3   3.0  40  45  42  35  35  35  117.0  -1.6   2.0  1.8  0.4  0.5  26.41     0.0000    0.000  10.0    2.21   288.2
2014 10 15 04 30 00   -2.01   -1.80  -25.47  25.5  25.5  25.5   1.7   3.4   2.6  39  43  41  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.38     0.0000    0.000  10.0    2.70   228.2
2014 10 15 04 45 00    0.54   -2.37  -13.60  25.5  24.4  25.5   1.7   3.4   2.2  39  43  40  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.35     0.0000    0.000  10.0    2.43   167.2
2014 10 15 05 00 00   10.12   -6.52  -37.78  25.5  25.5  25.5   1.3   3.9   2.2  38  44  40  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.32     0.0000    0.000  10.0   12.04   122.8
2014 10 15 05 15 00    0.33   -0.39    5.71  25.5  24.5  25.5   1.7   3.9   2.2  39  44  40  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.29     0.0000    0.000  10.0    0.51   139.8
2014 10 15 05 30 00   -6.29    3.65   13.27  25.5  25.5  25.5   2.2   3.9   3.0  40  44  42  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.27     0.0000    0.000  10.0    7.27   300.1
2014 10 15 05 45 00   -4.65    2.98   11.25  25.5  25.5  25.5   1.7   3.4   2.2  39  43  40  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.5  26.24     0.0000    0.000  10.0    5.52   302.7
2014 10 15 06 00 00    5.02   -1.88    8.03  25.5  25.3  25.5   1.7   3.4   2.2  39  43  40  35  35  35  116.9  -1.6   2.0  2.4  0.4  0.5  26.22     0.0000    0.000  10.0    5.36   110.5
2014 10 15 06 15 00    0.52   -0.46   -8.84  25.5  25.5  25.5   1.7   3.0   2.2  39  42  40  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.19     0.0000    0.000  10.0    0.69   131.5
