Year Month Day Hour Minute Second VelocityE VelocityN VelocityU StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage Speed Direction 
2015 11 05 12 10 00    0.33   -0.49    0.02   0.3   0.1   0.4   7.3  10.8  11.2  52  60  61  35  35  35   97.7  -1.2  -0.8  1.3  0.4  0.3  26.55     0.0000    0.000  10.0    0.59   146.0
2015 11 05 12 25 00    0.56   -0.46   -0.11   2.8   1.1   2.7   6.5   9.9  10.3  50  58  59  35  35  35   97.7  -1.2  -0.8  1.2  0.4  0.2  26.53     0.0000    0.000  10.0    0.72   129.4
2015 11 05 12 40 00    1.03   -0.68   -0.46   4.5   1.8   4.4   6.9   9.9  10.8  51  58  60  35  35  35   97.8  -1.2  -0.8  0.7  0.4  0.3  26.61     0.0000    0.000  10.0    1.23   123.4
2015 11 05 12 55 00    0.85   -0.51   -0.24   0.2   0.1   0.3   9.0  13.8  13.8  56  67  67  35  35  35   97.7  -1.2  -0.8  1.1  0.3  0.2  26.66     0.0000    0.000  10.0    0.99   121.0
2015 11 05 13 10 00    0.45   -0.33   -0.07   0.2   0.1   0.3   9.5  13.8  13.8  57  67  67  35  35  35   97.8  -1.2  -0.8  2.5  0.4  0.2  26.72     0.0000    0.000  10.0    0.56   126.3
2015 11 05 13 25 00    0.67   -0.36   -0.37   0.3   0.1   0.4   7.3  12.0  12.0  52  63  63  35  35  35   97.7  -1.2  -0.8  1.0  0.4  0.2  26.74     0.0000    0.000  10.0    0.76   118.2
2015 11 05 13 40 00    0.02   -0.21    0.32   2.7   1.1   2.6   6.9  11.2  11.6  51  61  62  35  35  35   97.8  -1.2  -0.8  2.5  0.4  0.2  26.66     0.0000    0.000  10.0    0.21   174.6
2015 11 05 13 55 00    0.43   -0.34    0.00   1.3   0.5   1.2   6.5   9.9  10.8  50  58  60  35  35  35   97.7  -1.2  -0.8  1.1  0.3  0.2  26.76     0.0000    0.000  10.0    0.55   128.3
2015 11 05 14 10 00    0.64   -0.33   -0.20   1.2   0.5   1.3   6.5  10.3  10.3  50  59  59  35  35  35   97.7  -1.2  -0.8  1.1  0.3  0.2  26.78     0.0000    0.000  10.0    0.72   117.3
2015 11 05 14 25 00    0.54   -0.48   -0.20   6.7   2.8   6.7   5.2   8.6   8.6  47  55  55  35  35  35   97.7  -1.2  -0.8  1.1  0.3  0.2  26.78     0.0000    0.000  10.0    0.72   131.6
2015 11 05 14 40 00    0.33   -0.33    0.02   6.4   2.6   6.0   6.0   9.5   9.5  49  57  57  35  35  35   97.7  -1.2  -0.8  1.2  0.4  0.1  26.75     0.0000    0.000  10.0    0.47   135.0
2015 11 05 14 55 00   -0.22   -0.09    0.70   4.9   2.0   4.9   5.6   9.5   9.5  48  57  57  35  35  35   97.7  -1.2  -0.8  1.1  0.3  0.1  26.76     0.0000    0.000  10.0    0.24   247.8
2015 11 05 15 10 00    1.83   -0.83   -1.48   7.5   3.0   6.9   6.0   9.5   9.5  49  57  57  35  35  35   97.7  -1.2  -0.8  1.1  0.2  0.1  26.73     0.0000    0.000  10.0    2.01   114.4
2015 11 05 15 25 00    0.46   -0.38   -0.11   2.2   0.9   2.2   6.5  10.3  10.3  50  59  59  35  35  35   97.7  -1.2  -0.8  1.3  0.3  0.1  26.73     0.0000    0.000  10.0    0.60   129.6
2015 11 05 15 40 00    2.06   -0.92   -1.57   6.5   2.6   6.4   6.9  10.8  10.8  51  60  60  35  35  35   97.8  -1.2  -0.8  0.9  0.4  0.2  26.69     0.0000    0.000  10.0    2.26   114.1
2015 11 05 15 55 00    2.32   -0.63   -0.16  11.0   3.1  11.0   5.2   8.2   9.0  47  54  56  35  35  35   97.7  -1.2  -0.8  1.3  0.4  0.2  26.70     0.0000    0.000  10.0    2.40   105.2
2015 11 05 16 10 00    1.83   -0.89   -1.63   8.3   3.3   7.9   5.2   8.2   8.2  47  54  54  35  35  35   97.7  -1.2  -0.8  1.1  0.3  0.2  26.67     0.0000    0.000  10.0    2.03   115.9
2015 11 05 16 25 00    0.47   -0.45   -0.15   5.8   2.4   5.7   5.6   9.5   9.5  48  57  57  35  35  35   97.8  -1.2  -0.8  1.0  0.3  0.2  26.66     0.0000    0.000  10.0    0.65   133.8
2015 11 05 16 40 00    1.20   -0.46    2.00   9.9   2.9  14.0  34.8  36.1  38.3 116 119 124  35  35  35   97.7  -1.2  -0.8  1.1  0.3  0.3  26.63     0.0000    0.000  10.0    1.29   111.0
2015 11 05 16 55 00    0.47   -0.32   -0.07   2.2   0.9   2.2   6.5   9.9   9.9  50  58  58  35  35  35   97.7  -1.2  -0.8  1.1  0.2  0.3  26.55     0.0000    0.000  10.0    0.57   124.2
2015 11 05 17 10 00    0.66   -0.52   -0.12   2.0   0.7   2.1   6.5   9.5  10.3  50  57  59  35  35  35   97.8  -1.2  -0.8  1.0  0.4  0.3  26.49     0.0000    0.000  10.0    0.84   128.2
2015 11 05 17 25 00    0.31    0.06    1.26   8.4   2.8   9.1   6.0   8.6   9.5  49  55  57  35  35  35   97.7  -1.6  -0.8  1.3  0.2  0.3  26.43     0.0000    0.000  10.0    0.32    79.0
2015 11 05 17 40 00    1.06   -0.67   -0.46  10.6   4.3  10.8   5.6   8.6   8.6  48  55  55  35  35  35   97.8  -1.6  -0.8  1.1  0.2  0.0  26.29     0.0000    0.000  10.0    1.25   122.3
2015 11 05 17 55 00   -0.52   -0.06    0.81  11.7   4.8  11.7   5.6   8.6   9.0  48  55  56  35  35  35   97.7  -1.6  -0.8  1.4  0.1  0.0  26.18     0.0000    0.000  10.0    0.52   263.4
2015 11 05 18 10 00   -2.02    0.41    2.42  21.2   8.4  21.1   5.6   9.0   8.6  48  56  55  35  35  35   97.7  -1.6  -0.8  1.4  0.2  0.1  26.08     0.0000    0.000  10.0    2.06   281.5
2015 11 05 18 25 00    0.21   -0.26    0.22   5.8   2.3   5.8   5.2   9.0   9.0  47  56  56  35  35  35   97.7  -1.6  -0.8  1.4  0.1  0.1  25.99     0.0000    0.000  10.0    0.33   141.1
2015 11 05 18 40 00    0.24   -0.28   -0.06   1.2   0.4   1.2   6.0   9.0   9.0  49  56  56  35  35  35   97.7  -1.6  -0.8  1.4  0.0  0.1  25.91     0.0000    0.000  10.0    0.37   139.4
2015 11 05 18 55 00    0.03   -0.30    0.37  10.1   4.2  10.2   6.0   8.6   9.0  49  55  56  35  35  35   97.7  -1.6  -0.8  1.5  0.1  0.1  25.78     0.0000    0.000  10.0    0.30   174.3
2015 11 05 19 10 00    0.60   -0.42   -0.29   4.5   1.7   4.2   6.0   9.5   9.5  49  57  57  35  35  35   97.7  -1.6  -0.8  1.5  0.1  0.1  25.70     0.0000    0.000  10.0    0.73   125.0
2015 11 05 19 25 00    0.38   -0.51    3.27   9.2   3.6  14.2  33.5  33.1  38.3 113 112 124  35  35  35   97.7  -1.6  -0.8  1.4  0.1  0.1  25.61     0.0000    0.000  10.0    0.64   143.3
